,industry_code,total_wages_before,quarter,total_wages_after,wage_change
1176,"Jewelry, Watch, Precious Stone, and Precious Metal...",21460.5,2,40752.25,-19291.75
1177,Junior Colleges ,17048.877551020407,2,30018.877551020407,-12970.0
1178,"Kaolin, Clay, and Ceramic and Refractory Minerals ...",40555.82352941176,2,52408.529411764706,-11852.705882352944
1179,Kidney Dialysis Centers ,18155.322580645163,2,32767.860215053763,-14612.5376344086
1180,Labor Unions and Similar Labor Organizations ,21856.0,2,10884.2,10971.8
1181,Land Subdivision ,28765.029411764706,2,46899.705882352944,-18134.676470588238
1182,Landscape Architectural Services,49182.0,2,63782.666666666664,-14600.666666666664
1183,Landscaping Services,17673.113110539845,2,27315.236503856042,-9642.123393316197
1184,Language Schools ,20323.4,2,10394.2,9929.2
1185,Lawn and Garden Tractor and Home Lawn and Garden E...,17912.933333333334,2,36664.0,-18751.066666666666
1186,Legal Counsel and Prosecution ,22231.777777777777,2,39849.22222222222,-17617.44444444444
1187,Legislative Bodies ,20815.545454545456,2,51741.545454545456,-30926.0
1188,Lessors of Miniwarehouses and Self-Storage Units ,15741.54945054945,2,22366.043956043955,-6624.494505494506
1189,Lessors of Nonfinancial Intangible Assets (except ...,31139.833333333332,2,35434.833333333336,-4295.000000000004
1190,Lessors of Nonresidential Buildings (except Miniwa...,22618.739837398374,2,38191.560975609755,-15572.82113821138
1191,Lessors of Other Real Estate Property ,16387.5,2,34444.75,-18057.25
1192,Lessors of Residential Buildings and Dwellings ,21857.14453125,2,33229.91796875,-11372.7734375
1193,Libraries and Archives ,9202.4,2,16060.76,-6858.360000000001
1194,Limited-Service Restaurants ,8599.193151212005,2,14924.203155059638,-6325.010003847634
1195,Limousine Service,10726.7,2,18827.0,-8100.299999999999
1196,Linen Supply ,18737.25,2,26410.178571428572,-7672.9285714285725
1197,Local Messengers and Local Delivery,13121.747572815533,2,23722.93203883495,-10601.184466019418
1198,Locksmiths ,15717.5,2,26393.0,-10675.5
1199,Logging ,18778.333333333332,2,29957.222222222223,-11178.88888888889
1200,Luggage and Leather Goods Retailers ,13832.833333333334,2,31216.5,-17383.666666666664
1201,"Lumber, Plywood, Millwork, and Wood Panel Merchant...",21516.51282051282,2,38468.67521367521,-16952.16239316239
1202,Machine Shops,18765.968253968254,2,34269.68253968254,-15503.714285714283
1203,Machine Tool Mfg ,27031.166666666668,2,45545.333333333336,-18514.166666666668
1204,Major Household Appliance Mfg ,17271.772727272728,2,27701.545454545456,-10429.772727272728
1205,Manufactured (Mobile) Home Dealers ,14020.833333333334,2,15720.166666666666,-1699.3333333333321
1206,Manufactured Home (Mobile Home) Mfg ,15184.0,2,35569.27777777778,-20385.27777777778
1207,Marinas,16026.6,2,23811.4,-7784.800000000001
1208,Marine Cargo Handling,18073.035714285714,2,28906.928571428572,-10833.892857142859
1209,Marketing Consulting Services ,21457.641304347828,2,37448.333333333336,-15990.692028985508
1210,Marketing Research and Public Opinion Polling,20755.81818181818,2,22901.6,-2145.7818181818184
1211,Masonry Contractors ,17338.533333333333,2,24493.333333333332,-7154.799999999999
1212,Materials Recovery Facilities ,26623.55172413793,2,36842.724137931036,-10219.172413793105
1213,Mattress Mfg,20493.689655172413,2,30249.258620689656,-9755.568965517243
1214,"Mayonnaise, Dressing, and Other Prepared Sauce Mfg...",24429.58823529412,2,37580.35294117647,-13150.76470588235
1215,"Measuring, Dispensing, and Other Pumping Equipment...",27413.15,2,41100.5,-13687.349999999999
1216,Meat Processed from Carcasses ,17358.476923076923,2,33464.769230769234,-16106.29230769231
1217,Meat Retailers ,17743.428571428572,2,29512.571428571428,-11769.142857142855
1218,Meat and Meat Product Merchant Wholesalers ,19147.277777777777,2,35678.52777777778,-16531.250000000004
1219,Mechanical Power Transmission Equipment Mfg ,36027.75,2,33428.5,2599.25
1220,Media Buying Agencies,28213.333333333332,2,72763.0,-44549.66666666667
1221,Media Representatives,78346.16666666667,2,102052.33333333333,-23706.166666666657
1222,"Media Streaming Distribution Services, Social Netw...",30210.94871794872,2,46615.01282051282,-16404.0641025641
1223,Medical Laboratories ,19129.34193548387,2,33679.98064516129,-14550.63870967742
1224,"Medical, Dental, and Hospital Equipment and Suppli...",27691.601123595505,2,49328.230337078654,-21636.62921348315
1225,Medicinal and Botanical Mfg ,30392.6,2,56479.0,-26086.4
1226,Metal Can Mfg ,30224.941176470587,2,49232.0,-19007.058823529413
1227,"Metal Coating, Engraving (except Jewelry and Silve...",26707.81818181818,2,32532.575757575756,-5824.757575757576
1228,"Metal Crown, Closure, and Other Metal Stamping (ex...",22900.444444444445,2,45643.666666666664,-22743.22222222222
1229,Metal Heat Treating ,27804.0,2,34989.25,-7185.25
1230,Metal Service Centers and Other Metal Merchant Who...,26348.42105263158,2,41095.71929824561,-14747.29824561403
1231,Metal Tank (Heavy Gauge) Mfg,23587.526315789473,2,38266.0,-14678.473684210527
1232,Metal Window and Door Mfg ,22112.675324675325,2,37614.844155844155,-15502.16883116883
1233,Mineral Wool Mfg ,29523.0,2,49219.4,-19696.4
1234,Miscellaneous Financial Investment Activities ,47946.75,2,83922.5,-35975.75
1235,Miscellaneous Intermediation ,22712.277777777777,2,24254.0,-1541.7222222222226
1236,Mixed Mode Transit Systems ,23488.108108108107,2,38102.54054054054,-14614.432432432433
1237,Mobile Food Services,15482.576923076924,2,26072.0,-10589.423076923076
1238,Monetary Authorities-Central Bank,44800.0,2,63198.666666666664,-18398.666666666664
1239,Mortgage and Nonmortgage Loan Brokers ,34632.395833333336,2,47207.291666666664,-12574.895833333328
1240,Motion Picture Theaters (except Drive-Ins) ,8559.926829268292,2,26384.60975609756,-17824.68292682927
1241,Motion Picture and Video Distribution,8874.666666666666,2,41862.333333333336,-32987.66666666667
1242,Motion Picture and Video Production ,34781.100267379676,2,42766.37834224599,-7985.278074866314
1243,Motor Vehicle Body Mfg ,17654.802197802197,2,28166.89010989011,-10512.087912087914
1244,Motor Vehicle Brake System Mfg,15270.8125,2,24642.71875,-9371.90625
1245,Motor Vehicle Electrical and Electronic Equipment ...,51086.833333333336,2,101801.11111111111,-50714.277777777774
1246,Motor Vehicle Gasoline Engine and Engine Parts Mfg,26288.68181818182,2,34344.818181818184,-8056.136363636364
1247,Motor Vehicle Metal Stamping,16730.157894736843,2,36580.30263157895,-19850.144736842103
1248,Motor Vehicle Parts (Used) Merchant Wholesalers ,11298.0,2,28654.125,-17356.125
1249,Motor Vehicle Seating and Interior Trim Mfg,13984.152542372882,2,31752.28813559322,-17768.135593220337
1250,Motor Vehicle Steering and Suspension Components (...,18367.958333333332,2,26906.333333333332,-8538.375
1251,Motor Vehicle Supplies and New Parts Merchant Whol...,24845.858267716536,2,30644.346456692914,-5798.488188976378
1252,Motor Vehicle Towing,20113.371428571427,2,27029.914285714287,-6916.54285714286
1253,Motor Vehicle Transmission and Power Train Parts M...,24812.235294117647,2,34139.529411764706,-9327.29411764706
1254,"Motorcycle, ATV, and All Other Motor Vehicle Deale...",20897.147058823528,2,24614.235294117647,-3717.088235294119
1255,Museums ,13319.125,2,30204.25,-16885.125
1256,Musical Groups and Artists ,18915.625,2,28317.375,-9401.75
1257,Musical Instrument and Supplies Retailers ,1437.0,2,7690.333333333333,-6253.333333333333
1258,Nail Salons ,12297.0,2,19818.11111111111,-7521.1111111111095
1259,National Security ,18380.40740740741,2,28791.074074074073,-10410.666666666664
1260,Natural Gas Distribution ,22863.933333333334,2,44658.03333333333,-21794.1
1261,Nature Parks and Other Similar Institutions,10370.5,2,15854.625,-5484.125
1262,New Car Dealers ,21466.420365535247,2,35837.44647519582,-14371.026109660575
1263,New Housing For-Sale Builders ,25606.0,2,45815.6,-20209.6
1264,New Multifamily Housing Const (except For-Sale Bui...,26346.285714285714,2,43447.857142857145,-17101.57142857143
1265,New Single-Family Housing Const (except For-Sale B...,26112.27642276423,2,45982.46341463415,-19870.18699186992
1266,Newspaper Publishers ,35221.73529411765,2,56123.14705882353,-20901.41176470588
1267,Nonchocolate Confectionery Mfg,9675.4,2,10234.8,-559.3999999999996
1268,Nonresidential Property Managers ,24348.559633027522,2,41517.2752293578,-17168.71559633028
1269,Nonscheduled Chartered Passenger Air Trans ,30662.428571428572,2,91324.57142857143,-60662.14285714286
1270,Nonupholstered Wood Household Furniture Mfg ,74778.6,2,39545.4,35233.200000000004
1271,Nonwoven Fabric Mills,20442.46153846154,2,41242.92307692308,-20800.46153846154
1272,Nuclear Electric Power Generation ,50570.28571428572,2,45258.642857142855,5311.642857142862
1273,Nursery and Tree Production ,17696.5,2,25972.576923076922,-8276.076923076922
1274,"Nursery, Garden Center, and Farm Supply Retailers ",11279.9375,2,20203.6875,-8923.75
1275,Nursing Care Facilities (Skilled Nursing Facilitie...,13306.757433489827,2,26670.129890453834,-13363.372456964007
1276,Office Administrative Services,18451.801169590643,2,33174.087719298244,-14722.286549707602
1277,Office Equipment Merchant Wholesalers ,25710.92,2,44944.16,-19233.240000000005
1278,Office Furniture (except Wood) Mfg ,18806.285714285714,2,62232.857142857145,-43426.571428571435
1279,Office Machinery and Equipment Rental and Leasing,20725.5,2,78810.83333333333,-58085.33333333333
1280,Office Supplies (except Paper) Mfg,31592.625,2,66150.25,-34557.625
1281,Office Supplies and Stationery Retailers ,15846.71052631579,2,26090.263157894737,-10243.552631578947
1282,Offices of All Other Miscellaneous Health Practiti...,21181.344262295082,2,34177.45901639344,-12996.114754098358
1283,Offices of Certified Public Accountants ,39608.444444444445,2,66453.14074074074,-26844.696296296293
1284,Offices of Chiropractors ,16156.822580645161,2,23807.145161290322,-7650.322580645161
1285,Offices of Dentists ,14243.44306930693,2,30209.34405940594,-15965.90099009901
1286,Offices of Lawyers,23897.67867036011,2,38481.002770083105,-14583.324099722995
1287,Offices of Mental Health Practitioners (except Phy...,12135.085714285715,2,24255.057142857142,-12119.971428571427
1288,Offices of Optometrists,14901.265306122448,2,21009.65306122449,-6108.387755102041
1289,Offices of Other Holding Companies ,27224.0,2,39096.61111111111,-11872.61111111111
1290,"Offices of Physical, Occupational and Speech Thera...",17701.945652173912,2,30068.934782608696,-12366.989130434784
1291,Offices of Physicians (except Mental Health Specia...,17038.165266106444,2,28636.611344537814,-11598.44607843137
1292,"Offices of Physicians, Mental Health Specialists ",21494.341463414636,2,36170.04878048781,-14675.707317073171
1293,Offices of Podiatrists ,12171.2,2,23099.4,-10928.2
1294,Offices of Real Estate Agents and Brokers,23462.91780821918,2,35808.01369863014,-12345.095890410958
1295,Offices of Real Estate Appraisers ,35296.25,2,40848.0,-5551.75
1296,Oil and Gas Field Machinery and Equipment Mfg ,33236.666666666664,2,74386.66666666667,-41150.00000000001
1297,Oil and Gas Pipeline and Related Structures Const ,25439.882352941175,2,46137.117647058825,-20697.23529411765
1298,Ophthalmic Goods Merchant Wholesalers ,10756.5,2,41880.75,-31124.25
1299,Optical Goods Retailers ,16916.622641509435,2,28729.783018867925,-11813.16037735849
1300,Ornamental and Architectural Metal Work Mfg ,21584.85714285714,2,41472.28571428572,-19887.428571428576
1301,Other Accounting Services ,21761.934782608696,2,33146.766304347824,-11384.831521739128
1302,Other Activities Related to Credit Intermediation ,16051.878787878788,2,29572.060606060608,-13520.18181818182
1303,Other Activities Related to Real Estate ,28834.71111111111,2,53603.6,-24768.888888888887
1304,Other Aircraft Parts and Auxiliary Equipment Mfg ,24192.076923076922,2,42296.0,-18103.923076923078
1305,Other Airport Operations ,12434.09243697479,2,24025.529411764706,-11591.436974789916
1306,"Other Aluminum Rolling, Drawing, and Extruding ",14284.681818181818,2,29415.5,-15130.818181818182
1307,Other Animal Food Mfg ,21234.684210526317,2,31952.157894736843,-10717.473684210527
1308,Other Basic Inorganic Chemical Mfg ,55019.52173913043,2,65131.565217391304,-10112.043478260872
1309,Other Building Equipment Contractors ,29011.975609756097,2,45194.79674796748,-16182.82113821138
1310,Other Building Finishing Contractors,15639.527777777777,2,37380.333333333336,-21740.80555555556
1311,Other Building Material Dealers ,24844.365853658535,2,35206.9756097561,-10362.609756097561
1312,Other Business Service Centers (including Copy Sho...,20351.38888888889,2,33377.22222222222,-13025.833333333328
1313,Other Chemical and Allied Products Merchant Wholes...,35926.43396226415,2,52977.92452830189,-17051.49056603774
1314,Other Commercial Equipment Merchant Wholesalers ,28110.30769230769,2,34955.596153846156,-6845.288461538465
1315,Other Commercial and Industrial Machinery and Equi...,21398.3,2,43058.925,-21660.625000000004
1316,Other Community Housing Services ,28929.14814814815,2,45201.03703703704,-16271.888888888887
1317,Other Computer Related Services,38973.406015037595,2,62966.42105263158,-23993.015037593985
1318,Other Concrete Product Mfg ,20218.365079365078,2,38140.04761904762,-17921.68253968254
1319,Other Const Material Merchant Wholesalers ,25158.30769230769,2,34126.92307692308,-8968.615384615387
1320,Other Crushed and Broken Stone Mining and Quarryin...,30062.7,2,59125.3,-29062.600000000002
1321,"Other Direct Insurance (except Life, Health, and M...",58397.379310344826,2,57431.89655172414,965.4827586206884
1322,Other Electronic Parts and Equipment Merchant Whol...,44802.0,2,51513.25581395349,-6711.2558139534885
1323,Other Engine Equipment Mfg ,19390.5625,2,34925.34375,-15534.78125
1324,Other Fabricated Wire Product Mfg ,16912.5,2,35927.5,-19015.0
1325,Other Farm Product Raw Material Merchant Wholesale...,20247.882352941175,2,25977.558823529413,-5729.676470588238
1326,Other Financial Vehicles ,8520.0,2,29669.333333333332,-21149.333333333332
1327,Other Food Crops Grown Under Cover ,14807.5,2,38228.0,-23420.5
1328,"Other Foundation, Structure, and Building Exterior...",26570.975609756097,2,37635.19512195122,-11064.219512195123
1329,Other Gambling Industries ,18534.615384615383,2,54210.307692307695,-35675.69230769231
1330,Other Gasoline Stations ,11601.444444444445,2,16432.12962962963,-4830.685185185186
1331,Other General Government Support ,17132.52105263158,2,31199.026315789473,-14066.505263157895
1332,Other Grantmaking and Giving Services ,24559.666666666668,2,32755.444444444445,-8195.777777777777
1333,Other Grocery and Related Products Merchant Wholes...,25482.600985221674,2,43261.24630541872,-17778.645320197043
1334,Other Heavy and Civil Engineering Const ,28301.057971014492,2,46099.942028985504,-17798.884057971012
1335,Other Individual and Family Services ,17171.150554675118,2,26762.508716323297,-9591.358161648179
1336,Other Insurance Funds ,17495.875,2,30910.625,-13414.75
1337,Other Leather and Allied Product Mfg ,21503.0,2,25251.666666666668,-3748.666666666668
1338,Other Management Consulting Services ,32752.85542168675,2,53309.44578313253,-20556.59036144578
1339,Other Measuring and Controlling Device Mfg ,15480.714285714286,2,44957.142857142855,-29476.42857142857
1340,Other Metal Container Mfg ,22316.333333333332,2,33255.0,-10938.666666666668
1341,Other Millwork (including Flooring) ,18929.5641025641,2,30369.97435897436,-11440.410256410258
1342,Other Miscellaneous Durable Goods Merchant Wholesa...,8044.958333333333,2,41761.375,-33716.416666666664
1343,Other Miscellaneous Nondurable Goods Merchant Whol...,25695.40425531915,2,36667.17021276596,-10971.765957446809
1344,Other Motor Vehicle Parts Mfg,18332.791304347826,2,34559.27826086956,-16226.486956521738
1345,Other Noncitrus Fruit Farming ,14318.09090909091,2,23572.545454545456,-9254.454545454546
1346,Other Nonhazardous Waste Treatment and Disposal ,38904.166666666664,2,59346.666666666664,-20442.5
1347,Other Paperboard Container Mfg ,15631.535714285714,2,31821.964285714286,-16190.428571428572
1348,Other Performing Arts Companies ,11534.75,2,18242.0,-6707.25
